ประทับเวลา,อายุ,ระดับการศึกษา,ตำแหน่งงาน,ตำแหน่งงานอื่น นอกเหนือจาก List ข้างต้น,อายุการทำงานแบบเต็มเวลา,เงินเดือน,ทำงานในอุตสาหกรรมใด,เรียนรู้การเขียนโปรแกรมมาแล้วกี่ปี,[ASP .net],[Assembly],[Bash/Shell/PowerShell],[C],[C#],[C++],[Clojure],[Dart],[Elixir],[Erlang],[Go],[Groovy],[Haskell],[HTML/CSS],[Java],[JavaScript],[Julia],[Kotlin],[Lua],[Objective-C],[Ocaml],[Pascal],[Perl],[PHP],[Python],[R],[Ruby],[Rust],[Scala],[SQL],ภาษาเขียนโปรแกรมอื่นที่ใช้ นอกเหนือจาก List ข้างต้น,ทักษะ/ภาษาเขียนโปรแกรมใดที่คุณจะเรียนรู้ในอีก 12 เดือนข้างหน้า,ทักษะ/ภาษาเขียนโปรแกรมอื่น นอกเหนือจาก List ข้างต้น,ทักษะในด้านของ Digital อื่นๆ ที่คุณมี,ช่องทางการเรียนรู้ทางใดที่จะช่วยให้คุณเรียนรู้ได้มากที่สุด (โดยไม่คำนึงเรื่องค่าใช้จ่าย),ระบบคอร์สเรียนออนไลน์แบบใดที่จะช่วยให้คุณเรียนรู้ได้มากที่สุด,อะไรคือสิ่งสำคัญที่สุดที่ทำให้คุณมีแรงบันดาลใจในการทำงาน,อะไรคือสิ่งสำคัญที่สุดในการ ตัดสินใจเลือกงานใหม่,อะไรคือปัญหาใหญ่ที่สุดในการทำงานของคุณตอนนี้,อะไรที่ทำให้คุณหมดไฟในการทำงาน,เงินเดือนที่คาดหวังภายใน 12 เดือนข้างหน้า,เงินเดือนที่คาดหวังสูงสุดในสายอาชีพของคุณ,คุณสามารถช่วย Contribute อะไรให้กับสมาคมโปรแกรมเมอร์ไทยได้บ้าง,คุณต้องการให้สมาคมโปรแกรมเมอร์ไทยช่วยเหลือหรือโฟกัสในเรื่องใด
2562/08/02 10:00:08 ก่อนเที่ยง GMT+7,ต่ำกว่า 18 ปี,ปวช.3,Data or Business analyst,"Block Chain , Machine Learning , Artificial Intelligence",ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",อื่นๆ,น้อยกว่า 1 ปี,,,,,,,,,,,,,,ระดับพื้นฐาน,,,,,,,,,,,ระดับพื้นฐาน,,,,,,-,Blockchain;Data Science;Database;Python;R;SQL,,Graphic Design,Youtube,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาไทย,ความท้าทาย,ผมไม่เคยทำงานแบบจริงจังมาก่อนแต่จะขอพูดในมุมมองของนักศึกษาฝึกหัด (2 เดือน) ในมุมมองของผมคิดว่าการที่คนเราต้องตัดสินใจเลือกงานใหม่คงจะเป็นเรื่อง เงินเดือนและสวัสดิการที่มากขึ้น เพื่อให้ตอบโจทย์กับงานที่เราทำและก็คิดว่าการที่คนเราย้ายงานก็อาจจะเป็นเพราะต้องการเติบโตกว่าเดิมด้วยครับ,ความรู้ความชำนาญไม่เพียงพอ,ตอนนี้ยังไม่ได้ทำงานครับแต่จะบอกว่าอะไรทำให้รู้สึกหมดไฟในการทำงาน(ชั่วคราว) ก็คงจะเป็นความยากของมันครับและก็ด้วยความที่ต้องศึกษาเองทั้งหมดทั้งบทความภาษาอังกฤษจะยากหน่อยใช้เวลาทำความเข้าใจนานเพราะไม่ค่อยแข็งแรงด้านภาษาอังกฤษ แล้ว ก็อีกปัญหาคือผมไม่มีคนที่สามารถปรึกษาด้านนี้เลยครับมันเลยทำให้ยากด้วยเครียดด้วยกับการเรียนรู้มัน,"21,000 - 30,000 บาท","110,000 - 150,000 บาท",สนับสนุนคอร์สเรียนต่างๆที่เจ้าของกลุ่มเป็นคนจัดครับ(ฮ่า),อยากให้ช่วยเหลือการแนะนำเรื่องโปรแกรมครับเพราะว่าคนไม่มีความรู้บางคน(เช่นผม)ก็ต้องการหาความรู้ที่เป็นภาษาไทยเพื่อที่จะลดเวลาศึกษาลงครับ
2562/08/02 10:03:18 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Student,,ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",อื่นๆ,น้อยกว่า 1 ปี,,,,ระดับพื้นฐาน,,,,,,,,,,,,,,,,,,,,,,,,,,,,Java;JavaScript;Python,,Blockchain;Computer Vision;Data Science,Podcasts,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาไทย,ความก้าวหน้า,เงินเดือนและสวัสดิการที่มากขึ้น,ความรู้ความชำนาญไม่เพียงพอ,ไม่พึงพอใจผู้ร่วมงาน,"51,000 - 60,000 บาท","91,000 - 100,000 บาท",Support and using patent,Developing
2562/08/02 10:04:36 ก่อนเที่ยง GMT+7,18 - 20 ปี,กำลังรอศึกษา ป.ตรี,Data or Business analyst,BI,น้อยกว่า 1 ปี,"20,001 - 30,000 บาท",Banking Industry,4 ปี,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว;ระดับพื้นฐาน,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Data Science;Database;Security;Python,,Content Marketing;Data Science;Social media Marketing,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความท้าทาย,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"21,000 - 30,000 บาท","51,000 - 60,000 บาท",,
2562/08/02 10:11:06 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Software Engineer,,1 - 2 ปี,"20,001 - 30,000 บาท",Construction Industry,6 ปี,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับพื้นฐาน,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Internet of Things;Security;Go;Kotlin;Python;Ruby,,Digital Business Analysis,บทความ,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความท้าทาย,Work-life balance ที่ดีขึ้น,ความรู้ความชำนาญไม่เพียงพอ,เงินเดือนและสวัสดิการไม่คุ้มค่า,"41,000 - 50,000 บาท","มากกว่า 200,000 บาท",ช่วยทำแบบสอบถาม กระจายข่าวสาร,tip technical ใหม่ๆ ผลสรุปฐานเงินเดือนภายในประเทศ
2562/08/02 10:19:14 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Front-end developer,,3 - 4 ปี,"20,001 - 30,000 บาท",E-commerce Industry,5 ปี,,,,,,,,,,,ระดับพื้นฐาน,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,,,,,,ระดับพื้นฐาน,,CI/CD;Blockchain;Git and Pull Requests;Internet of Things;Security;HTML/CSS;JavaScript;TypeScript;WebAssembly,,,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,วัฒนธรรมองค์กร,Work-life balance ที่ดีขึ้น,ความไม่ชัดเจนของรายละเอียดงาน,ไม่มีความมั่นคง,"31,000 - 40,000 บาท","มากกว่า 200,000 บาท",,อยากให้มีการแนะนำหนังสือหรือแหล่งความรู้มากขึ้นครับ
2562/08/02 10:25:23 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Full-stack developer,,3 - 4 ปี,"60,001 - 70,000 บาท",Hospitality Industry,,,,,,,,,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Go;WebAssembly,,Cloud/SaaS Services,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,ความก้าวหน้า,เงินเดือนและสวัสดิการที่มากขึ้น,ความไม่ชัดเจนของรายละเอียดงาน,ไม่มีความมั่นคง,"81,000 - 90,000 บาท","151,000 - 200,000 บาท",,
2562/08/02 10:27:21 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Full-stack developer,,3 - 4 ปี,"60,001 - 70,000 บาท",Transport Industry,8 ปี,,,,,,,,,,,ระดับพื้นฐาน,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,ระดับพื้นฐาน,,Elixir;Erlang;Haskell,,Cloud/SaaS Services;Systems Analysis,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาอังกฤษ,Work-life balance,เงินเดือนและสวัสดิการที่มากขึ้น,Nah Everything perfect,เงินเดือนและสวัสดิการไม่คุ้มค่า,"110,000 - 150,000 บาท","มากกว่า 200,000 บาท",I want to write article about development experience,"Want to see more developers real work experience, interview experience, actual life not just a tutorial of hell"
2562/08/02 10:30:22 ก่อนเที่ยง GMT+7,31 - 35 ปี,ปริญญาตรี,Software developer,,7 - 10 ปี,"60,001 - 70,000 บาท",Construction Industry,8 ปี,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,ระดับพื้นฐาน,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Blockchain;Data Science;Database;Git and Pull Requests;Internet of Things;C#,,,คอร์สเรียน Offline,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,ความท้าทาย,เงินเดือนและสวัสดิการที่มากขึ้น,ความไม่ชัดเจนของรายละเอียดงาน,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"71,000 - 80,000 บาท","มากกว่า 200,000 บาท",,จัดคอร์สอบรบเพื่อเสริมทักษะด้านที่เกี่ยวข้องกับการพัฒนาซอฟต์แวร์
2562/08/02 10:34:55 ก่อนเที่ยง GMT+7,ต่ำกว่า 18 ปี,มัธยมศึกษาตอนต้น,Student,,น้อยกว่า 1 ปี,"ต่ำกว่า 15,000 บาท",Computer/IT Industry,น้อยกว่า 1 ปี,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,Go;Java,,Computer Vision;Content Marketing,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาไทย,เงินเดือนและสวัสดิการ,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"15,000 - 20,000 บาท","15,000 - 20,000 บาท",ไม่รุ้ครับ,กราฟฟิก เกม
2562/08/02 10:39:55 ก่อนเที่ยง GMT+7,31 - 35 ปี,ปริญญาโท,Full-stack developer,,น้อยกว่า 1 ปี,"40,001 - 50,000 บาท",E-commerce Industry,,,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,ระดับพื้นฐาน,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Data Science;Git and Pull Requests;Security,,Augmented or virtual reality;Computer Vision,Problem-based learning,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาอังกฤษ,ความท้าทาย,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,ไม่พึงพอใจวัฒนธรรมองค์กร,"51,000 - 60,000 บาท","110,000 - 150,000 บาท",,
2562/08/02 10:42:13 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Software Engineer,,1 - 2 ปี,"30,001 - 40,000 บาท",Finance Industry (non bank),7 ปี,,,,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,,,,,,ระดับพื้นฐาน,,CI/CD;Blockchain;Data Science;Security;Python,,Computer Vision,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,Work-life balance,เงินเดือนและสวัสดิการที่มากขึ้น,ความไม่ชัดเจนของรายละเอียดงาน,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"41,000 - 50,000 บาท","91,000 - 100,000 บาท",,
2562/08/02 10:48:01 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Full-stack developer,,1 - 2 ปี,"15,001 - 20,000 บาท",Computer/IT Industry,4 ปี,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,ระดับพื้นฐาน,,,,,,ระดับพื้นฐาน,,CI/CD;Security,,,Youtube,คอร์สออนไลน์รูปแบบวีดีโอภาษาไทย พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,Work-life balance ที่ดีขึ้น,ความรู้ความชำนาญไม่เพียงพอ,ไม่พึงพอใจวัฒนธรรมองค์กร,"31,000 - 40,000 บาท","31,000 - 40,000 บาท",,
2562/08/02 10:50:00 ก่อนเที่ยง GMT+7,31 - 35 ปี,ปริญญาตรี,etc,Technical Consultant,7 - 10 ปี,"70,001 - 80,000 บาท",Computer/IT Industry,15 ปี,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,TypeScript,CI/CD;Blockchain;Data Science;Internet of Things;Rust;WebAssembly,Machine Learning,Data Visualization;Graphic Design;Systems Analysis,บทความ,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,เงินเดือนและสวัสดิการ,การเดินทางสะดวก,ความไม่ชัดเจนของรายละเอียดงาน,เงินเดือนและสวัสดิการไม่คุ้มค่า,"110,000 - 150,000 บาท","151,000 - 200,000 บาท",git pull request,educate นายจ้าง
2562/08/02 10:52:08 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,IT support,-,ยังไม่ได้ทำงานเต็มเวลา,"ต่ำกว่า 15,000 บาท",อื่นๆ,2 ปี,,ระดับพื้นฐาน,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,,,,,ระดับพื้นฐาน,-,Data Science;Database;Internet of Things;Security;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript;WebAssembly,-,Blockchain;Computer Vision;Content Marketing;Cyber Security;Data Science;Data Visualization;Digital Business Analysis;Graphic Design;Internet of things;Quantum computing;Social media Marketing,Youtube,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาอังกฤษ,ความก้าวหน้า,มีความท้าทายมากขึ้น,จัดการเวลาไม่ได้,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"15,000 - 20,000 บาท","21,000 - 30,000 บาท",การเชื่อมโยงหลายภาษาเข้าด้วยกันแต่ผลงานเป็นสิ่งสวยงาม,การดึงจุดเด่งของภาษาที่มีลักษณะแตกต่างออกมาให้ชัดเจนยิ่งขึ้น
2562/08/02 11:00:55 ก่อนเที่ยง GMT+7,21 - 25 ปี,ปริญญาตรี,Student,,น้อยกว่า 1 ปี,"30,001 - 40,000 บาท",Banking Industry,5 ปี,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,ระดับพื้นฐาน,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Data Science;Git and Pull Requests;Python,,Blockchain;Computer Vision,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,ความก้าวหน้า,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,Job description,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"41,000 - 50,000 บาท","151,000 - 200,000 บาท",,
2562/08/02 11:01:04 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,DevOps specialist,,5 - 6 ปี,"50,001 - 60,000 บาท",Social media Marketing,5 ปี,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,,,,,ระดับพื้นฐาน,ระดับพื้นฐาน,,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,ระดับพื้นฐาน,,Data Science;Security,,Cloud/SaaS Services;Internet of things,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,Work-life balance,มีโอกาสเติบโตและก้าวหน้ากว่าเดิม,ความไม่ชัดเจนของรายละเอียดงาน,ไม่เกิดการเรียนรู้สิ่งใหม่ๆ,"81,000 - 90,000 บาท","110,000 - 150,000 บาท",ืข้อมูลคนวงการ it,new technology in the fulther
2562/08/02 11:15:58 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Software developer,,3 - 4 ปี,"30,001 - 40,000 บาท",อื่นๆ,5 ปี,,,ระดับพื้นฐาน,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,ระดับพื้นฐาน,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,,,,,ระดับพื้นฐาน,VB,CI/CD;Blockchain;Bash/Shell/PowerShell;Dart;Kotlin;Swift,,Content Marketing,บทความ,คอร์สออนไลน์รูปแบบเอกสารและบทความ ภาษาไทย,ความมั่นคง,มีความมั่นคงมากกว่าเดิม,ความรู้ความชำนาญไม่เพียงพอ,จัดการ Work-life balance ไม่ได้,"51,000 - 60,000 บาท","71,000 - 80,000 บาท",การเขียนบทความ,ยังคงอยู่ต่อไป และให้คำแนะนำเหมือนเดิม
2562/08/02 11:27:09 ก่อนเที่ยง GMT+7,26 - 30 ปี,ปริญญาตรี,Back-end developer,Project Manager,มากกว่า 30 ปี,"20,001 - 30,000 บาท",Computer/IT Industry,6 ปี,,,,ระดับพื้นฐาน,,ระดับพื้นฐาน,,,,,ระดับพื้นฐาน,,,ระดับพื้นฐาน,ระดับพื้นฐาน,ระดับพื้นฐาน,,,,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,ระดับพื้นฐาน,,,,,ระดับชำนาญ ทำงานได้อย่างคล่องแคล่ว,,Data Science;Go;Java;Kotlin;Python;TypeScript,,Cyber Security;Systems Analysis,คอร์สเรียน Online,คอร์สออนไลน์รูปแบบวีดีโอภาษาอังกฤษ พร้อมแบบฝึกหัด/Lab,วัฒนธรรมองค์กร,พึงพอใจในแนวคิดวัฒนธรรมองค์กร,จัดการเวลาไม่ได้,ไม่พึงพอใจวัฒนธรรมองค์กร,"71,000 - 80,000 บาท","151,000 - 200,000 บาท",Share และตอบ Post บางโพสที่เป็นที่สงสัย,คัดกรอง โพสที่มีประโยชน์แก่คนส่วนมาก
